classe,cobertura,seletividade,lift
DoS/DDoS,0.8982926111274654,0.2824316463059919,3.180566423332879
DoS/DDoS,0.7559611421842802,0.4687318208260617,1.6127796505302856
DoS/DDoS,0.15587282896673535,0.027050610820244327,5.762266515996088
DoS/DDoS,0.01280541654400942,0.16114019778941244,0.07946754887780576
DoS/DDoS,1.0,1.0,1.0
DoS/DDoS,0.15145716808949072,0.8416230366492147,0.17995843922297186
DoS/DDoS,0.38151309979393583,0.37347294938917974,1.0215280662706787
DoS/DDoS,0.21474830732999706,0.2849040139616056,0.7537566928029912
DoS/DDoS,0.9992640565204592,0.8947062245491565,1.1168627523788488
DoS/DDoS,0.9433323520753606,0.2741419429901105,3.4410362084191934
DoS/DDoS,0.748160141301148,0.9083769633507853,0.823622979760918
DoS/DDoS,0.7759788048277892,0.9642233856893543,0.8047707785815805
DoS/DDoS,0.766264350897851,0.5353403141361257,1.4313593253935406
DoS/DDoS,1.0,1.0,1.0
DoS/DDoS,0.03370621136296732,0.710587550901687,0.047434283530856186
DoS/DDoS,0.6811892846629379,0.7636707388016288,0.8919934338873284
DoS/DDoS,0.9567265234030027,0.2642524723676556,3.6205016923054743
DoS/DDoS,0.9994112452163674,0.9799301919720768,1.019880041868172
DoS/DDoS,1.0,0.9755671902268761,1.0250447227191413
DoS/DDoS,0.9992640565204592,0.8417684700407213,1.1871008383957633
DoS/DDoS,0.9989696791286429,0.7979930191972077,1.2518526542169761
DoS/DDoS,1.0,0.9752763234438627,1.0253504324485536
DoS/DDoS,0.4502502207830439,0.9029959278650378,0.4986182184094395
DoS/DDoS,0.9992640565204592,0.8417684700407213,1.1871008383957633
DoS/DDoS,0.9649690903738593,0.29988365328679467,3.217811573913994
DoS/DDoS,0.8042390344421548,0.13772542175683536,5.8394378044606725
DoS/DDoS,1.0,0.9842931937172775,1.0159574468085106
DoS/DDoS,0.620253164556962,0.9997091332169866,0.620433628090438
DoS/DDoS,0.9973506034736532,0.6288539848749273,1.5859812094090748
DoS/DDoS,0.9384751251103916,0.8513670738801629,1.1023155039731898
DoS/DDoS,0.989549602590521,0.9387725421756835,1.0540887788400346
DoS/DDoS,0.781571975272299,0.5677719604421175,1.376559657267502
DoS/DDoS,0.8192522814247866,0.891215823152996,0.9192523967161932
DoS/DDoS,1.0,0.5379581151832461,1.8588807785888077
DoS/DDoS,0.0395937591992935,0.7085514834205934,0.05587986212117038
DoS/DDoS,1.0,0.362565445026178,2.7581227436823106
DoS/DDoS,0.503826906093612,0.041884816753926704,12.028867382984986
DoS/DDoS,0.031939947012069474,0.5776614310645725,0.055291811594911804
DoS/DDoS,0.2749484839564321,0.8903432228039558,0.3088117895596908
DoS/DDoS,0.9845451869296438,0.8689645142524723,1.1330096577955198
DoS/DDoS,0.5263467765675596,0.8820535194880744,0.5967288434754394
DoS/DDoS,0.1817780394465705,0.0,
DoS/DDoS,0.6655872828966736,0.16055846422338568,4.1454512293455865
DoS/DDoS,0.9433323520753606,0.2741419429901105,3.4410362084191934
DoS/DDoS,0.9882249043273477,0.8043920884235021,1.2285363301672108
DoS/DDoS,1.0,0.9410994764397905,1.062586926286509
DoS/DDoS,0.1939947012069473,0.7174229203025014,0.27040493928622944
DoS/DDoS,0.7530173682661172,0.5804246655031995,1.2973559068398453
DoS/DDoS,0.897851045039741,0.9504072134962187,0.9447014209171016
DoS/DDoS,0.4177215189873418,0.22164048865619546,1.884680554171235
DoS/DDoS,0.9992640565204592,0.8417684700407213,1.1871008383957633
DoS/DDoS,0.02664115395937592,0.15401396160558464,0.17297882400818584
DoS/DDoS,0.9845451869296438,0.8689645142524723,1.1330096577955198
DoS/DDoS,0.748160141301148,0.9083769633507853,0.823622979760918
DoS/DDoS,0.8735649102148955,0.8644560791157649,1.0105370663926012
DoS/DDoS,0.8848984397998234,0.18164630599185572,4.871546574910798
DoS/DDoS,0.010008831321754489,0.5671902268760908,0.017646339530354837
DoS/DDoS,0.6167206358551663,0.9930191972076788,0.6210561060544997
DoS/DDoS,1.0,1.0,1.0
DoS/DDoS,0.5307624374448042,0.9416812100058173,0.5636328216016177
DoS/DDoS,1.0,0.9898196625945317,1.0102850426094623
DoS/DDoS,0.8102737709743891,0.8043920884235021,1.0073119597215512
Reconnaissance,0.997196261682243,0.9986990459670425,0.9984952581151768
Reconnaissance,0.18878504672897195,0.42168256721595837,0.44769469123509803
Reconnaissance,0.9981308411214953,0.9867302688638335,1.0115538892617422
Reconnaissance,0.9490654205607477,0.893235039028621,1.0625035730716983
Reconnaissance,0.8897196261682243,0.8450997398091934,1.0527983671715544
Reconnaissance,0.8897196261682243,0.8450997398091934,1.0527983671715544
Reconnaissance,0.4780373831775701,0.7680832610581093,0.6223770356862447
Reconnaissance,0.9939252336448599,0.9762359063313096,1.0181199310523485
Reconnaissance,0.15,0.3313963573287077,0.45263020151792727
Reconnaissance,0.9742990654205608,0.9930615784908933,0.9811063951352896
Reconnaissance,0.9733644859813084,0.9699913269731136,1.0034775146069819
Reconnaissance,0.9985981308411215,0.9988725065047702,0.9997253146303838
Reconnaissance,0.8556074766355141,0.21457068516912403,3.987532015201082
Reconnaissance,0.672429906542056,0.3588031222896791,1.8740915693569993
Reconnaissance,0.36121495327102804,0.3332176929748482,1.0840209295197691
Reconnaissance,0.6738317757009346,0.2044232437120555,3.2962581136324887
Reconnaissance,0.19345794392523363,0.685429314830876,0.28224346367935516
Reconnaissance,0.16261682242990655,0.3095403295750217,0.5253493871159491
Reconnaissance,0.07149532710280374,0.23373807458803122,0.3058779671596761
Reconnaissance,0.07009345794392523,0.3740676496097138,0.1873817690919216
Reconnaissance,0.866822429906542,0.9657415437987857,0.897571856023568
Reconnaissance,0.5327102803738317,0.7691240242844752,0.6926194782036852
Reconnaissance,0.058878504672897194,0.3428447528187337,0.17173517806185296
Reconnaissance,0.8766355140186916,0.7709453599306157,1.1370916274761518
Reconnaissance,0.2827102803738318,0.402081526452732,0.7031168103344004
Reconnaissance,0.6191588785046729,0.8965307892454467,0.6906164137717788
Reconnaissance,0.09532710280373832,0.46600173460537725,0.204563836837354
Reconnaissance,0.8883177570093458,0.8425845620121423,1.0542772762035777
Reconnaissance,0.7425233644859813,0.927580225498699,0.800495034364036
Reconnaissance,0.8911214953271028,0.8498699045967042,1.048538712227931
Reconnaissance,0.9841121495327103,0.9960971379011275,0.9879680526001001
Reconnaissance,0.12196261682242991,0.2738074588031223,0.44543204686810794
Reconnaissance,0.02570093457943925,0.2915004336513443,0.08816774046442565
Reconnaissance,0.672429906542056,0.3588031222896791,1.8740915693569993
Reconnaissance,0.4780373831775701,0.7680832610581093,0.6223770356862447
Reconnaissance,0.4883177570093458,0.6992194275802255,0.6983755567251001
